Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 2026-03-23
Code    Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
SWE     2020     1.669     0.717     0.610     0.228     0.069     0.044     1.588     0.696     0.586     0.212     0.060     0.035
SWE     2021     1.673     0.706     0.622     0.236     0.068     0.041     1.591     0.687     0.595     0.217     0.059     0.032
SWE     2022     1.525     0.666     0.554     0.207     0.061     0.038     1.445     0.644     0.530     0.190     0.052     0.029
SWE     2023     1.454     0.651     0.535     0.184     0.052     0.032     1.377     0.630     0.510     0.168     0.044     0.024
SWE     2024     1.434     0.642     0.532     0.181     0.050     0.028     1.355     0.621     0.506     0.165     0.042     0.021
TWN     1976     3.072     0.931     0.796     0.629     0.373     0.343     3.028     0.927     0.793     0.625     0.370     0.313
TWN     1977     2.680     0.859     0.739     0.523     0.293     0.266     2.646     0.856     0.737     0.521     0.291     0.242
TWN     1978     2.680     0.860     0.782     0.548     0.270     0.221     2.651     0.858     0.779     0.546     0.267     0.202
TWN     1979     2.631     0.900     0.766     0.542     0.243     0.179     2.607     0.898     0.765     0.540     0.241     0.163
TWN     1980     2.490     0.846     0.754     0.516     0.225     0.148     2.468     0.844     0.753     0.514     0.223     0.134
TWN     1981     2.434     0.862     0.751     0.495     0.206     0.121     2.415     0.859     0.749     0.493     0.204     0.110
TWN     1982     2.301     0.845     0.717     0.455     0.183     0.100     2.283     0.843     0.715     0.453     0.181     0.091
TWN     1983     2.140     0.792     0.700     0.416     0.152     0.081     2.126     0.790     0.698     0.414     0.150     0.074
TWN     1984     2.038     0.777     0.696     0.373     0.127     0.065     2.025     0.775     0.694     0.371     0.125     0.060
TWN     1985     1.872     0.736     0.651     0.331     0.104     0.050     1.860     0.734     0.649     0.330     0.103     0.045
TWN     1986     1.660     0.704     0.561     0.271     0.082     0.041     1.649     0.702     0.560     0.270     0.081     0.036
TWN     1987     1.686     0.702     0.603     0.274     0.075     0.032     1.676     0.701     0.601     0.273     0.073     0.029
TWN     1988     1.834     0.731     0.669     0.321     0.082     0.031     1.825     0.729     0.667     0.320     0.081     0.028
TWN     1989     1.677     0.725     0.585     0.273     0.068     0.025     1.667     0.723     0.583     0.271     0.067     0.023
TWN     1990     1.800     0.770     0.646     0.296     0.066     0.022     1.790     0.768     0.644     0.294     0.065     0.020
TWN     1991     1.716     0.725     0.624     0.285     0.063     0.020     1.706     0.723     0.621     0.282     0.061     0.018
TWN     1992     1.729     0.759     0.612     0.280     0.060     0.018     1.719     0.757     0.609     0.278     0.058     0.017
TWN     1993     1.760     0.773     0.627     0.284     0.059     0.017     1.749     0.771     0.624     0.282     0.057     0.015
TWN     1994     1.754     0.768     0.638     0.278     0.054     0.015     1.742     0.766     0.635     0.276     0.052     0.014
TWN     1995     1.775     0.783     0.650     0.276     0.052     0.014     1.762     0.780     0.646     0.273     0.051     0.012
TWN     1996     1.769     0.765     0.654     0.283     0.054     0.014     1.756     0.762     0.651     0.279     0.052     0.012
TWN     1997     1.778     0.773     0.660     0.280     0.051     0.013     1.764     0.770     0.657     0.276     0.050     0.012
TWN     1998     1.469     0.677     0.513     0.225     0.044     0.011     1.456     0.674     0.509     0.221     0.042     0.010
TWN     1999     1.551     0.704     0.589     0.212     0.037     0.009     1.538     0.701     0.585     0.208     0.035     0.008
TWN     2000     1.674     0.779     0.616     0.228     0.042     0.010     1.658     0.774     0.611     0.224     0.040     0.009
TWN     2001     1.400     0.696     0.496     0.170     0.030     0.008     1.386     0.692     0.491     0.167     0.028     0.007
TWN     2002     1.337     0.669     0.492     0.143     0.026     0.008     1.324     0.666     0.488     0.139     0.025     0.007
TWN     2003     1.231     0.631     0.451     0.120     0.022     0.007     1.217     0.627     0.447     0.116     0.021     0.006
TWN     2004     1.177     0.616     0.425     0.109     0.020     0.006     1.163     0.612     0.421     0.106     0.019     0.005
TWN     2005     1.116     0.572     0.416     0.103     0.019     0.006     1.101     0.568     0.412     0.099     0.017     0.005
TWN     2006     1.108     0.584     0.401     0.099     0.018     0.006     1.093     0.579     0.396     0.095     0.017     0.006
TWN     2007     1.091     0.577     0.398     0.093     0.017     0.006     1.075     0.572     0.393     0.090     0.016     0.005
TWN     2008     1.050     0.560     0.380     0.087     0.016     0.006     1.032     0.555     0.374     0.083     0.015     0.005
TWN     2009     1.022     0.550     0.371     0.080     0.015     0.005     1.003     0.544     0.364     0.076     0.013     0.005
TWN     2010     0.887     0.474     0.317     0.075     0.014     0.005     0.867     0.468     0.310     0.071     0.013     0.005
TWN     2011     1.056     0.559     0.394     0.082     0.015     0.005     1.032     0.551     0.385     0.077     0.013     0.005
TWN     2012     1.257     0.677     0.456     0.101     0.017     0.006     1.227     0.667     0.445     0.094     0.015     0.005
TWN     2013     1.056     0.575     0.374     0.086     0.016     0.005     1.025     0.563     0.363     0.080     0.014     0.005
TWN     2014     1.159     0.611     0.432     0.093     0.017     0.006     1.124     0.600     0.419     0.085     0.015     0.005
TWN     2015     1.187     0.624     0.441     0.098     0.018     0.006     1.149     0.611     0.426     0.090     0.016     0.005
TWN     2016     1.175     0.614     0.435     0.100     0.019     0.007     1.133     0.600     0.418     0.092     0.017     0.006
TWN     2017     1.122     0.582     0.416     0.098     0.019     0.007     1.078     0.567     0.398     0.089     0.017     0.006
TWN     2018     1.062     0.556     0.386     0.095     0.019     0.007     1.016     0.540     0.368     0.086     0.017     0.006
TWN     2019     1.049     0.552     0.378     0.092     0.019     0.007     1.001     0.535     0.359     0.084     0.017     0.006
TWN     2020     0.985     0.519     0.354     0.086     0.018     0.007     0.938     0.502     0.336     0.078     0.016     0.006
TWN     2021     0.980     0.522     0.349     0.083     0.018     0.008     0.930     0.503     0.330     0.075     0.016     0.007
TWN     2022     0.876     0.473     0.299     0.078     0.018     0.007     0.826     0.454     0.281     0.070     0.016     0.006
TWN     2023     0.864     0.469     0.296     0.074     0.017     0.008     0.814     0.449     0.278     0.066     0.015     0.007
TWN     2024     0.877     0.478     0.300     0.074     0.018     0.008     0.824     0.456     0.280     0.065     0.015     0.007
UKR     1959     2.282     1.045     0.718     0.283     0.114     0.121     2.216     1.039     0.709     0.273     0.105     0.091
UKR     1960     2.248     1.030     0.716     0.280     0.109     0.113     2.187     1.024     0.707     0.270     0.100     0.086
UKR     1961     2.156     0.979     0.709     0.267     0.101     0.100     2.099     0.972     0.700     0.257     0.093     0.076
UKR     1962     2.135     1.018     0.673     0.257     0.095     0.092     2.077     1.011     0.663     0.247     0.088     0.069
UKR     1963     2.105     1.000     0.675     0.251     0.091     0.088     2.050     0.993     0.665     0.242     0.084     0.066
UKR     1964     2.015     0.980     0.644     0.229     0.083     0.079     1.963     0.973     0.635     0.220     0.076     0.060
UKR     1965     1.942     0.931     0.639     0.219     0.078     0.074     1.893     0.924     0.630     0.211     0.072     0.056
UKR     1966     2.054     0.995     0.669     0.231     0.082     0.077     2.006     0.988     0.660     0.222     0.076     0.060
UKR     1967     2.058     1.013     0.674     0.223     0.077     0.071     2.013     1.007     0.666     0.214     0.070     0.056
UKR     1968     2.048     1.016     0.680     0.211     0.073     0.068     2.005     1.009     0.671     0.203     0.068     0.054
UKR     1969     2.034     0.995     0.703     0.203     0.069     0.063     1.993     0.988     0.695     0.196     0.064     0.050
UKR     1970     2.106     1.043     0.721     0.211     0.068     0.062     2.068     1.037     0.713     0.204     0.062     0.051
UKR     1971     2.123     1.066     0.722     0.210     0.065     0.059     2.086     1.060     0.714     0.203     0.061     0.048
UKR     1972     2.125     1.073     0.724     0.208     0.064     0.056     2.087     1.067     0.716     0.200     0.059     0.045
UKR     1973     2.030     1.043     0.686     0.190     0.059     0.052     1.994     1.036     0.678     0.183     0.054     0.041
UKR     1974     2.062     1.041     0.712     0.193     0.060     0.055     2.027     1.036     0.705     0.187     0.056     0.044
UKR     1975     2.051     1.030     0.710     0.195     0.060     0.056     2.016     1.025     0.703     0.188     0.055     0.045
UKR     1976     2.047     1.039     0.706     0.187     0.059     0.056     2.014     1.035     0.700     0.181     0.054     0.045
UKR     1977     1.972     0.986     0.700     0.180     0.055     0.052     1.942     0.981     0.693     0.174     0.051     0.042
UKR     1978     1.962     1.008     0.684     0.167     0.053     0.051     1.934     1.004     0.678     0.161     0.049     0.042
UKR     1979     1.944     1.014     0.676     0.159     0.048     0.047     1.918     1.010     0.670     0.154     0.045     0.039
UKR     1980     1.938     1.026     0.670     0.151     0.046     0.045     1.914     1.023     0.665     0.146     0.043     0.038
UKR     1981     1.899     0.959     0.694     0.156     0.046     0.044     1.876     0.955     0.689     0.151     0.043     0.037
UKR     1982     1.927     0.966     0.708     0.163     0.046     0.044     1.905     0.964     0.703     0.158     0.043     0.038
UKR     1983     2.097     0.998     0.815     0.189     0.050     0.045     2.075     0.995     0.810     0.185     0.047     0.038
UKR     1984     2.076     1.008     0.789     0.186     0.049     0.044     2.055     1.006     0.784     0.181     0.046     0.037
UKR     1985     2.021     0.979     0.769     0.181     0.049     0.043     2.000     0.976     0.765     0.177     0.046     0.037
UKR     1986     2.128     1.002     0.824     0.201     0.054     0.048     2.106     1.000     0.819     0.196     0.050     0.041
UKR     1987     2.074     0.997     0.787     0.192     0.052     0.046     2.052     0.995     0.782     0.186     0.049     0.040
UKR     1988     2.058     1.026     0.762     0.178     0.048     0.045     2.038     1.023     0.757     0.174     0.045     0.039
